F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,,,,,,,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B,F,B
386900,0.0111368,386900,0.0112311,386900,0.0116597,386900,0.0115617,386900,0.0115824,386900,0.0116551,386900,0.0116599,386900,0.0116614,386900,0.0116953,386900,0.0116885,386900,0.0116806,386900,0.0117029,386900,0.0117361,386900,0.0116696,386900,0.0117078,,,,,,,386900,0.0116323,386900,0.0116241,386900,0.0116905,386900,0.0116166,386900,0.0116666,386900,0.0116442,386900,0.0116529,386900,0.0116557,386900,0.0116413,386900,0.0116613,386900,0.0116629,386900,0.0116578,386900,0.0116561,386900,0.0116561,386900,0.0117134,386900,0.0117192,386900,0.0117192,386900,0.0116662,386900,0.0116704,386900,0.0117007,386900,0.0116605,386900,0.012617,386900,0.0117103,386900,0.01173,386900,0.0117145,386900,0.011699,386900,0.0117033
387000,0.0111386,387000,0.011233,387000,0.0116621,387000,0.0115635,387000,0.0115841,387000,0.0116569,387000,0.0116624,387000,0.0116632,387000,0.0116968,387000,0.0116905,387000,0.0116831,387000,0.0117047,387000,0.0117387,387000,0.0116714,387000,0.0117094,,,,,,,387000,0.011634,387000,0.0116258,387000,0.0116927,387000,0.0116179,387000,0.0116686,387000,0.0116458,387000,0.0116551,387000,0.0116574,387000,0.0116435,387000,0.0116634,387000,0.0116652,387000,0.0116596,387000,0.0116583,387000,0.0116583,387000,0.0117156,387000,0.0117214,387000,0.0117214,387000,0.0116684,387000,0.0116723,387000,0.0117035,387000,0.0116622,387000,0.0126204,387000,0.0117125,387000,0.0117323,387000,0.0117167,387000,0.0117012,387000,0.0117056
387100,0.0111402,387100,0.011235,387100,0.0116638,387100,0.011565,387100,0.0115863,387100,0.0116581,387100,0.0116634,387100,0.0116643,387100,0.0116982,387100,0.0116919,387100,0.0116842,387100,0.011707,387100,0.0117409,387100,0.0116736,387100,0.0117117,,,,,,,387100,0.0116361,387100,0.0116271,387100,0.0116949,387100,0.0116202,387100,0.0116707,387100,0.0116474,387100,0.0116571,387100,0.0116591,387100,0.0116446,387100,0.0116646,387100,0.0116675,387100,0.0116616,387100,0.0116607,387100,0.0116607,387100,0.0117182,387100,0.0117239,387100,0.0117239,387100,0.0116709,387100,0.0116748,387100,0.0117057,387100,0.0116652,387100,0.0126236,387100,0.0117146,387100,0.011735,387100,0.0117188,387100,0.0117031,387100,0.011708
387200,0.0111418,387200,0.0112375,387200,0.0116661,387200,0.0115669,387200,0.0115884,387200,0.0116593,387200,0.0116649,387200,0.0116663,387200,0.0116996,387200,0.0116938,387200,0.0116865,387200,0.0117092,387200,0.0117427,387200,0.0116755,387200,0.0117136,,,,,,,387200,0.0116371,387200,0.0116287,387200,0.0116971,387200,0.0116219,387200,0.0116731,387200,0.0116496,387200,0.0116589,387200,0.0116609,387200,0.0116467,387200,0.0116669,387200,0.0116692,387200,0.0116634,387200,0.0116625,387200,0.0116625,387200,0.0117202,387200,0.0117265,387200,0.0117265,387200,0.0116733,387200,0.0116771,387200,0.0117086,387200,0.0116668,387200,0.0126275,387200,0.0117177,387200,0.0117369,387200,0.0117202,387200,0.0117049,387200,0.0117104
387300,0.0111436,387300,0.0112396,387300,0.0116677,387300,0.0115684,387300,0.0115906,387300,0.0116615,387300,0.0116672,387300,0.0116671,387300,0.0117013,387300,0.0116955,387300,0.0116887,387300,0.011711,387300,0.0117451,387300,0.0116775,387300,0.0117157,,,,,,,387300,0.0116387,387300,0.0116302,387300,0.0116992,387300,0.0116232,387300,0.0116753,387300,0.0116513,387300,0.0116611,387300,0.0116624,387300,0.0116484,387300,0.0116688,387300,0.0116712,387300,0.0116654,387300,0.011665,387300,0.011665,387300,0.0117227,387300,0.0117288,387300,0.0117288,387300,0.0116755,387300,0.0116796,387300,0.0117109,387300,0.0116694,387300,0.0126309,387300,0.0117191,387300,0.0117388,387300,0.0117227,387300,0.0117069,387300,0.0117126
387400,0.0111453,387400,0.0112419,387400,0.0116697,387400,0.0115702,387400,0.0115919,387400,0.0116631,387400,0.0116688,387400,0.0116684,387400,0.0117024,387400,0.0116969,387400,0.0116904,387400,0.0117127,387400,0.0117472,387400,0.0116795,387400,0.0117182,,,,,,,387400,0.0116404,387400,0.0116315,387400,0.0117008,387400,0.0116254,387400,0.0116775,387400,0.0116529,387400,0.0116633,387400,0.011665,387400,0.0116504,387400,0.0116705,387400,0.0116731,387400,0.0116677,387400,0.0116671,387400,0.0116671,387400,0.0117249,387400,0.0117307,387400,0.0117307,387400,0.0116779,387400,0.0116817,387400,0.0117129,387400,0.0116715,387400,0.0126347,387400,0.0117221,387400,0.0117412,387400,0.0117252,387400,0.0117087,387400,0.0117146
387500,0.0111468,387500,0.0112441,387500,0.0116721,387500,0.0115721,387500,0.0115943,387500,0.0116649,387500,0.0116708,387500,0.0116703,387500,0.0117043,387500,0.0116987,387500,0.0116924,387500,0.0117153,387500,0.0117493,387500,0.0116812,387500,0.0117204,,,,,,,387500,0.0116425,387500,0.0116332,387500,0.0117033,387500,0.0116272,387500,0.01168,387500,0.011655,387500,0.0116645,387500,0.0116663,387500,0.0116522,387500,0.0116722,387500,0.0116756,387500,0.0116696,387500,0.0116691,387500,0.0116691,387500,0.0117271,387500,0.0117334,387500,0.0117334,387500,0.01168,387500,0.0116842,387500,0.0117157,387500,0.0116736,387500,0.012638,387500,0.0117245,387500,0.0117435,387500,0.0117271,387500,0.011711,387500,0.0117172
387600,0.0111485,387600,0.011246,387600,0.011674,387600,0.0115738,387600,0.0115966,387600,0.0116665,387600,0.0116727,387600,0.0116718,387600,0.0117056,387600,0.0117007,387600,0.0116941,387600,0.0117172,387600,0.0117514,387600,0.0116835,387600,0.0117223,,,,,,,387600,0.0116439,387600,0.0116342,387600,0.0117055,387600,0.0116286,387600,0.0116816,387600,0.0116565,387600,0.0116668,387600,0.0116682,387600,0.0116542,387600,0.011674,387600,0.0116778,387600,0.0116713,387600,0.0116707,387600,0.0116707,387600,0.0117292,387600,0.0117358,387600,0.0117358,387600,0.0116823,387600,0.0116861,387600,0.0117176,387600,0.0116759,387600,0.0126416,387600,0.0117271,387600,0.0117458,387600,0.0117291,387600,0.011713,387600,0.0117194
387700,0.0111503,387700,0.0112485,387700,0.0116759,387700,0.0115754,387700,0.0115984,387700,0.0116678,387700,0.0116744,387700,0.0116732,387700,0.0117074,387700,0.0117022,387700,0.0116958,387700,0.011719,387700,0.0117538,387700,0.0116849,387700,0.0117244,,,,,,,387700,0.0116453,387700,0.0116357,387700,0.0117074,387700,0.0116305,387700,0.0116837,387700,0.011658,387700,0.011669,387700,0.0116703,387700,0.0116559,387700,0.0116759,387700,0.0116796,387700,0.0116735,387700,0.0116731,387700,0.0116731,387700,0.0117313,387700,0.0117378,387700,0.0117378,387700,0.0116844,387700,0.0116883,387700,0.0117202,387700,0.0116781,387700,0.0126451,387700,0.0117296,387700,0.0117479,387700,0.0117315,387700,0.0117147,387700,0.0117214
387800,0.0111523,387800,0.0112504,387800,0.0116775,387800,0.0115773,387800,0.0116011,387800,0.0116699,387800,0.0116768,387800,0.0116752,387800,0.0117092,387800,0.0117043,387800,0.0116981,387800,0.011721,387800,0.0117561,387800,0.0116872,387800,0.0117264,,,,,,,387800,0.0116472,387800,0.0116372,387800,0.0117094,387800,0.0116319,387800,0.0116859,387800,0.0116599,387800,0.0116707,387800,0.0116718,387800,0.0116577,387800,0.0116779,387800,0.0116812,387800,0.0116749,387800,0.0116753,387800,0.0116753,387800,0.0117335,387800,0.0117408,387800,0.0117408,387800,0.0116867,387800,0.0116908,387800,0.0117227,387800,0.0116802,387800,0.0126486,387800,0.0117316,387800,0.0117502,387800,0.0117336,387800,0.0117169,387800,0.0117239
387900,0.011154,387900,0.0112531,387900,0.011679,387900,0.0115791,387900,0.0116024,387900,0.0116714,387900,0.0116782,387900,0.0116762,387900,0.0117108,387900,0.0117061,387900,0.0116998,387900,0.0117233,387900,0.0117584,387900,0.0116892,387900,0.0117289,,,,,,,387900,0.0116491,387900,0.0116386,387900,0.0117117,387900,0.0116331,387900,0.0116877,387900,0.0116619,387900,0.0116725,387900,0.0116735,387900,0.0116596,387900,0.0116799,387900,0.0116828,387900,0.0116768,387900,0.0116773,387900,0.0116773,387900,0.0117357,387900,0.0117429,387900,0.0117429,387900,0.0116887,387900,0.011693,387900,0.0117247,387900,0.0116829,387900,0.012652,387900,0.011734,387900,0.0117521,387900,0.0117361,387900,0.011719,387900,0.011726
388000,0.0111556,388000,0.0112553,388000,0.0116813,388000,0.011581,388000,0.0116038,388000,0.0116735,388000,0.0116804,388000,0.0116778,388000,0.0117118,388000,0.0117076,388000,0.0117014,388000,0.011725,388000,0.0117602,388000,0.0116909,388000,0.0117307,,,,,,,388000,0.0116502,388000,0.01164,388000,0.0117134,388000,0.0116353,388000,0.01169,388000,0.0116635,388000,0.0116744,388000,0.0116754,388000,0.0116615,388000,0.0116816,388000,0.0116851,388000,0.0116785,388000,0.0116795,388000,0.0116795,388000,0.0117381,388000,0.0117449,388000,0.0117449,388000,0.0116912,388000,0.0116949,388000,0.0117273,388000,0.0116852,388000,0.0126556,388000,0.0117367,388000,0.0117547,388000,0.011738,388000,0.0117205,388000,0.0117283
388100,0.0111579,388100,0.0112578,388100,0.0116829,388100,0.0115829,388100,0.0116065,388100,0.0116751,388100,0.0116822,388100,0.0116793,388100,0.0117137,388100,0.0117095,388100,0.0117029,388100,0.0117268,388100,0.0117625,388100,0.0116929,388100,0.0117327,,,,,,,388100,0.0116519,388100,0.0116416,388100,0.0117152,388100,0.011637,388100,0.0116923,388100,0.0116654,388100,0.0116765,388100,0.0116772,388100,0.0116628,388100,0.0116831,388100,0.0116867,388100,0.0116804,388100,0.0116812,388100,0.0116812,388100,0.0117398,388100,0.0117471,388100,0.0117471,388100,0.0116934,388100,0.0116971,388100,0.0117298,388100,0.0116873,388100,0.0126596,388100,0.011739,388100,0.0117569,388100,0.01174,388100,0.0117227,388100,0.0117307
388200,0.0111591,388200,0.0112597,388200,0.0116848,388200,0.0115849,388200,0.0116087,388200,0.0116765,388200,0.0116844,388200,0.0116812,388200,0.0117148,388200,0.0117111,388200,0.0117053,388200,0.0117291,388200,0.0117648,388200,0.0116951,388200,0.0117348,,,,,,,388200,0.0116535,388200,0.0116425,388200,0.0117178,388200,0.011639,388200,0.011694,388200,0.0116666,388200,0.0116784,388200,0.0116783,388200,0.0116648,388200,0.0116851,388200,0.0116886,388200,0.0116822,388200,0.0116834,388200,0.0116834,388200,0.0117424,388200,0.0117498,388200,0.0117498,388200,0.0116957,388200,0.0116993,388200,0.0117318,388200,0.0116896,388200,0.0126629,388200,0.0117414,388200,0.0117591,388200,0.0117417,388200,0.0117247,388200,0.0117328
388300,0.0111614,388300,0.0112621,388300,0.0116867,388300,0.0115864,388300,0.0116111,388300,0.0116784,388300,0.0116866,388300,0.0116827,388300,0.0117164,388300,0.0117128,388300,0.0117071,388300,0.0117312,388300,0.011767,388300,0.0116967,388300,0.0117371,,,,,,,388300,0.011655,388300,0.011644,388300,0.011719,388300,0.0116402,388300,0.0116958,388300,0.0116684,388300,0.0116804,388300,0.0116805,388300,0.0116666,388300,0.0116864,388300,0.0116903,388300,0.0116838,388300,0.0116852,388300,0.0116852,388300,0.0117442,388300,0.0117522,388300,0.0117522,388300,0.0116979,388300,0.0117019,388300,0.0117341,388300,0.0116921,388300,0.0126663,388300,0.0117437,388300,0.0117609,388300,0.011744,388300,0.0117265,388300,0.0117352
388400,0.0111633,388400,0.0112646,388400,0.0116885,388400,0.0115883,388400,0.0116132,388400,0.01168,388400,0.0116885,388400,0.0116839,388400,0.0117183,388400,0.011714,388400,0.0117094,388400,0.011733,388400,0.0117693,388400,0.0116983,388400,0.0117393,,,,,,,388400,0.0116566,388400,0.0116454,388400,0.0117215,388400,0.0116418,388400,0.0116982,388400,0.0116702,388400,0.0116817,388400,0.0116825,388400,0.0116681,388400,0.0116888,388400,0.0116927,388400,0.0116861,388400,0.0116873,388400,0.0116873,388400,0.0117467,388400,0.0117546,388400,0.0117546,388400,0.0117,388400,0.0117042,388400,0.0117365,388400,0.011694,388400,0.0126697,388400,0.0117461,388400,0.011763,388400,0.0117464,388400,0.0117288,388400,0.011737
388500,0.0111655,388500,0.011267,388500,0.0116901,388500,0.0115906,388500,0.0116156,388500,0.0116819,388500,0.0116906,388500,0.0116855,388500,0.0117194,388500,0.0117158,388500,0.0117108,388500,0.0117346,388500,0.0117712,388500,0.0117007,388500,0.0117412,,,,,,,388500,0.0116579,388500,0.0116468,388500,0.0117232,388500,0.0116439,388500,0.0117,388500,0.0116716,388500,0.0116839,388500,0.0116833,388500,0.0116698,388500,0.0116905,388500,0.0116942,388500,0.0116874,388500,0.0116891,388500,0.0116891,388500,0.0117485,388500,0.0117567,388500,0.0117567,388500,0.0117021,388500,0.0117061,388500,0.0117388,388500,0.011696,388500,0.0126737,388500,0.0117483,388500,0.0117655,388500,0.0117488,388500,0.0117305,388500,0.0117392
388600,0.011167,388600,0.0112694,388600,0.011692,388600,0.0115922,388600,0.0116174,388600,0.0116838,388600,0.0116922,388600,0.0116871,388600,0.0117215,388600,0.0117181,388600,0.0117126,388600,0.0117368,388600,0.0117736,388600,0.0117026,388600,0.0117433,,,,,,,388600,0.0116599,388600,0.0116482,388600,0.0117249,388600,0.0116452,388600,0.0117022,388600,0.0116734,388600,0.0116864,388600,0.0116854,388600,0.0116717,388600,0.0116917,388600,0.0116959,388600,0.011689,388600,0.0116913,388600,0.0116913,388600,0.0117505,388600,0.011759,388600,0.011759,388600,0.0117043,388600,0.0117083,388600,0.0117411,388600,0.0116984,388600,0.0126769,388600,0.0117506,388600,0.0117677,388600,0.0117507,388600,0.0117325,388600,0.011742
388700,0.0111684,388700,0.0112718,388700,0.0116939,388700,0.0115941,388700,0.0116196,388700,0.0116853,388700,0.0116943,388700,0.0116887,388700,0.0117232,388700,0.0117191,388700,0.0117146,388700,0.0117391,388700,0.0117754,388700,0.0117044,388700,0.0117454,,,,,,,388700,0.0116613,388700,0.0116495,388700,0.011727,388700,0.011647,388700,0.0117045,388700,0.0116747,388700,0.0116876,388700,0.011687,388700,0.0116733,388700,0.0116937,388700,0.0116976,388700,0.0116911,388700,0.0116932,388700,0.0116932,388700,0.011753,388700,0.0117615,388700,0.0117615,388700,0.0117066,388700,0.0117106,388700,0.0117434,388700,0.0117008,388700,0.0126806,388700,0.0117528,388700,0.0117698,388700,0.011753,388700,0.0117347,388700,0.0117441
388800,0.0111709,388800,0.0112738,388800,0.0116956,388800,0.0115957,388800,0.0116213,388800,0.0116868,388800,0.0116968,388800,0.0116903,388800,0.0117243,388800,0.011721,388800,0.011716,388800,0.0117408,388800,0.0117774,388800,0.0117062,388800,0.0117479,,,,,,,388800,0.0116625,388800,0.0116508,388800,0.0117291,388800,0.0116483,388800,0.0117062,388800,0.0116766,388800,0.0116897,388800,0.0116889,388800,0.0116749,388800,0.0116954,388800,0.0116992,388800,0.0116927,388800,0.0116948,388800,0.0116948,388800,0.0117552,388800,0.0117635,388800,0.0117635,388800,0.0117086,388800,0.0117126,388800,0.0117454,388800,0.0117023,388800,0.0126839,388800,0.0117554,388800,0.0117716,388800,0.0117549,388800,0.0117366,388800,0.0117462
388900,0.0111732,388900,0.0112762,388900,0.0116975,388900,0.0115975,388900,0.0116235,388900,0.0116893,388900,0.0116984,388900,0.011692,388900,0.011726,388900,0.011723,388900,0.0117176,388900,0.0117429,388900,0.0117797,388900,0.0117084,388900,0.0117492,,,,,,,388900,0.0116641,388900,0.0116522,388900,0.0117311,388900,0.0116501,388900,0.0117083,388900,0.0116784,388900,0.0116914,388900,0.0116904,388900,0.0116764,388900,0.0116973,388900,0.0117008,388900,0.0116942,388900,0.0116969,388900,0.0116969,388900,0.0117573,388900,0.0117659,388900,0.0117659,388900,0.0117109,388900,0.0117143,388900,0.011748,388900,0.011705,388900,0.0126876,388900,0.0117576,388900,0.0117741,388900,0.0117569,388900,0.0117383,388900,0.0117487
389000,0.0111748,389000,0.0112787,389000,0.0116994,389000,0.0115997,389000,0.0116257,389000,0.0116902,389000,0.0117008,389000,0.0116935,389000,0.0117275,389000,0.0117246,389000,0.0117197,389000,0.0117447,389000,0.0117815,389000,0.01171,389000,0.0117513,,,,,,,389000,0.0116659,389000,0.0116537,389000,0.0117325,389000,0.0116516,389000,0.0117102,389000,0.0116797,389000,0.0116932,389000,0.0116918,389000,0.0116784,389000,0.0116986,389000,0.011703,389000,0.0116957,389000,0.0116991,389000,0.0116991,389000,0.0117593,389000,0.011768,389000,0.011768,389000,0.0117131,389000,0.0117167,389000,0.0117498,389000,0.0117074,389000,0.0126911,389000,0.0117601,389000,0.0117761,389000,0.0117597,389000,0.0117401,389000,0.0117508
389100,0.0111773,389100,0.0112808,389100,0.0117009,389100,0.0116016,389100,0.0116283,389100,0.011692,389100,0.0117028,389100,0.011695,389100,0.0117292,389100,0.0117259,389100,0.0117213,389100,0.0117471,389100,0.0117835,389100,0.0117117,389100,0.0117537,,,,,,,389100,0.0116672,389100,0.0116553,389100,0.0117345,389100,0.0116535,389100,0.0117124,389100,0.0116816,389100,0.0116953,389100,0.0116933,389100,0.0116801,389100,0.0117007,389100,0.0117044,389100,0.0116978,389100,0.0117006,389100,0.0117006,389100,0.0117611,389100,0.0117705,389100,0.0117705,389100,0.0117152,389100,0.0117187,389100,0.0117523,389100,0.0117095,389100,0.0126949,389100,0.0117619,389100,0.0117782,389100,0.0117612,389100,0.011742,389100,0.0117528
389200,0.0111793,389200,0.0112835,389200,0.0117029,389200,0.0116034,389200,0.0116308,389200,0.0116938,389200,0.011705,389200,0.0116967,389200,0.0117307,389200,0.0117275,389200,0.0117231,389200,0.0117487,389200,0.0117856,389200,0.0117136,389200,0.0117562,,,,,,,389200,0.0116687,389200,0.0116561,389200,0.011737,389200,0.0116549,389200,0.011714,389200,0.0116829,389200,0.0116971,389200,0.0116953,389200,0.0116813,389200,0.0117019,389200,0.0117059,389200,0.0116992,389200,0.0117024,389200,0.0117024,389200,0.0117635,389200,0.0117727,389200,0.0117727,389200,0.0117176,389200,0.0117209,389200,0.0117547,389200,0.0117117,389200,0.0126988,389200,0.0117645,389200,0.01178,389200,0.0117638,389200,0.0117438,389200,0.0117549
389300,0.0111812,389300,0.0112859,389300,0.0117039,389300,0.0116053,389300,0.0116325,389300,0.0116964,389300,0.011707,389300,0.0116981,389300,0.0117322,389300,0.0117292,389300,0.0117254,389300,0.0117507,389300,0.0117877,389300,0.0117152,389300,0.0117575,,,,,,,389300,0.0116704,389300,0.0116576,389300,0.0117387,389300,0.011657,389300,0.0117157,389300,0.0116847,389300,0.0116986,389300,0.011697,389300,0.0116832,389300,0.0117036,389300,0.0117074,389300,0.0117008,389300,0.0117043,389300,0.0117043,389300,0.0117657,389300,0.0117752,389300,0.0117752,389300,0.0117189,389300,0.0117228,389300,0.0117569,389300,0.0117139,389300,0.0127024,389300,0.011767,389300,0.0117827,389300,0.0117656,389300,0.011746,389300,0.0117576
389400,0.0111834,389400,0.0112882,389400,0.011706,389400,0.0116076,389400,0.0116349,389400,0.0116979,389400,0.0117092,389400,0.0116997,389400,0.0117336,389400,0.0117308,389400,0.0117267,389400,0.0117527,389400,0.01179,389400,0.0117175,389400,0.0117597,,,,,,,389400,0.0116719,389400,0.0116587,389400,0.0117405,389400,0.0116583,389400,0.0117179,389400,0.011686,389400,0.0117009,389400,0.0116984,389400,0.0116848,389400,0.0117055,389400,0.0117094,389400,0.0117024,389400,0.0117061,389400,0.0117061,389400,0.0117676,389400,0.011777,389400,0.011777,389400,0.0117213,389400,0.0117245,389400,0.0117587,389400,0.0117158,389400,0.0127059,389400,0.0117691,389400,0.0117848,389400,0.0117677,389400,0.0117478,389400,0.0117598
389500,0.0111857,389500,0.0112909,389500,0.0117078,389500,0.0116091,389500,0.0116369,389500,0.0116996,389500,0.0117109,389500,0.0117015,389500,0.0117359,389500,0.0117323,389500,0.0117282,389500,0.0117547,389500,0.0117915,389500,0.011719,389500,0.0117617,,,,,,,389500,0.0116733,389500,0.0116607,389500,0.0117422,389500,0.0116602,389500,0.0117201,389500,0.0116877,389500,0.0117025,389500,0.0117002,389500,0.0116869,389500,0.0117065,389500,0.0117109,389500,0.011704,389500,0.0117079,389500,0.0117079,389500,0.01177,389500,0.011779,389500,0.011779,389500,0.0117231,389500,0.0117267,389500,0.0117614,389500,0.0117181,389500,0.0127093,389500,0.0117716,389500,0.0117866,389500,0.0117698,389500,0.0117502,389500,0.011762
389600,0.0111873,389600,0.011293,389600,0.01171,389600,0.0116112,389600,0.0116388,389600,0.0117009,389600,0.0117141,389600,0.0117029,389600,0.0117371,389600,0.0117346,389600,0.0117301,389600,0.0117563,389600,0.0117938,389600,0.0117206,389600,0.0117635,,,,,,,389600,0.0116749,389600,0.0116617,389600,0.0117441,389600,0.0116616,389600,0.0117222,389600,0.0116895,389600,0.0117044,389600,0.0117017,389600,0.0116881,389600,0.0117084,389600,0.0117123,389600,0.0117053,389600,0.0117096,389600,0.0117096,389600,0.0117721,389600,0.0117809,389600,0.0117809,389600,0.0117255,389600,0.0117293,389600,0.0117633,389600,0.0117206,389600,0.0127127,389600,0.0117737,389600,0.0117887,389600,0.0117721,389600,0.0117519,389600,0.0117637
389700,0.0111899,389700,0.0112954,389700,0.0117109,389700,0.0116131,389700,0.0116415,389700,0.0117033,389700,0.0117153,389700,0.011705,389700,0.0117386,389700,0.0117356,389700,0.0117316,389700,0.0117584,389700,0.0117957,389700,0.011723,389700,0.0117655,,,,,,,389700,0.0116767,389700,0.0116627,389700,0.0117459,389700,0.0116634,389700,0.011724,389700,0.0116911,389700,0.0117061,389700,0.0117031,389700,0.0116898,389700,0.01171,389700,0.0117142,389700,0.0117074,389700,0.0117114,389700,0.0117114,389700,0.011774,389700,0.0117834,389700,0.0117834,389700,0.0117276,389700,0.0117312,389700,0.0117654,389700,0.0117221,389700,0.0127166,389700,0.0117759,389700,0.0117911,389700,0.0117737,389700,0.0117539,389700,0.011767
389800,0.0111923,389800,0.0112977,389800,0.0117132,389800,0.0116148,389800,0.0116436,389800,0.011705,389800,0.0117173,389800,0.0117067,389800,0.0117402,389800,0.0117371,389800,0.0117337,389800,0.0117604,389800,0.0117972,389800,0.0117247,389800,0.0117674,,,,,,,389800,0.011678,389800,0.0116642,389800,0.011748,389800,0.0116647,389800,0.0117263,389800,0.0116925,389800,0.0117077,389800,0.0117051,389800,0.0116915,389800,0.0117118,389800,0.0117156,389800,0.0117089,389800,0.0117131,389800,0.0117131,389800,0.0117763,389800,0.0117858,389800,0.0117858,389800,0.0117297,389800,0.0117333,389800,0.0117676,389800,0.0117249,389800,0.0127203,389800,0.0117783,389800,0.0117928,389800,0.0117762,389800,0.0117555,389800,0.0117688
389900,0.0111946,389900,0.0113006,389900,0.0117148,389900,0.0116167,389900,0.0116457,389900,0.0117066,389900,0.0117193,389900,0.0117085,389900,0.011742,389900,0.0117386,389900,0.0117353,389900,0.0117622,389900,0.0117993,389900,0.0117267,389900,0.0117692,,,,,,,389900,0.0116797,389900,0.0116656,389900,0.0117497,389900,0.0116665,389900,0.0117283,389900,0.0116945,389900,0.0117098,389900,0.0117063,389900,0.0116934,389900,0.0117133,389900,0.0117171,389900,0.0117104,389900,0.0117148,389900,0.0117148,389900,0.0117785,389900,0.0117878,389900,0.0117878,389900,0.0117314,389900,0.0117352,389900,0.0117698,389900,0.0117262,389900,0.0127237,389900,0.0117803,389900,0.0117952,389900,0.0117784,389900,0.0117576,389900,0.0117706
390000,0.0111966,390000,0.0113031,390000,0.0117166,390000,0.0116191,390000,0.0116479,390000,0.0117084,390000,0.0117225,390000,0.01171,390000,0.011744,390000,0.0117404,390000,0.0117367,390000,0.0117642,390000,0.0118016,390000,0.0117287,390000,0.0117714,,,,,,,390000,0.0116809,390000,0.0116664,390000,0.0117516,390000,0.0116682,390000,0.0117303,390000,0.0116958,390000,0.0117113,390000,0.0117084,390000,0.0116947,390000,0.0117147,390000,0.0117191,390000,0.011712,390000,0.0117167,390000,0.0117167,390000,0.0117806,390000,0.0117895,390000,0.0117895,390000,0.0117333,390000,0.0117369,390000,0.0117716,390000,0.0117289,390000,0.0127273,390000,0.0117823,390000,0.0117971,390000,0.0117806,390000,0.0117593,390000,0.0117729
390100,0.0111993,390100,0.0113055,390100,0.0117183,390100,0.0116208,390100,0.0116506,390100,0.0117106,390100,0.0117237,390100,0.0117115,390100,0.0117455,390100,0.0117421,390100,0.0117384,390100,0.0117662,390100,0.011804,390100,0.0117305,390100,0.0117734,,,,,,,390100,0.0116828,390100,0.011668,390100,0.0117537,390100,0.0116696,390100,0.0117322,390100,0.0116975,390100,0.0117135,390100,0.0117099,390100,0.0116964,390100,0.0117164,390100,0.0117201,390100,0.0117135,390100,0.0117186,390100,0.0117186,390100,0.0117818,390100,0.0117916,390100,0.0117916,390100,0.0117357,390100,0.0117387,390100,0.0117736,390100,0.0117305,390100,0.0127307,390100,0.0117847,390100,0.0117996,390100,0.0117826,390100,0.0117612,390100,0.011775
390200,0.0112012,390200,0.011308,390200,0.0117202,390200,0.0116226,390200,0.0116526,390200,0.0117125,390200,0.011726,390200,0.0117137,390200,0.011747,390200,0.0117437,390200,0.0117398,390200,0.0117682,390200,0.0118054,390200,0.011732,390200,0.0117751,,,,,,,390200,0.0116843,390200,0.0116696,390200,0.0117557,390200,0.0116715,390200,0.0117339,390200,0.0116989,390200,0.0117153,390200,0.011711,390200,0.0116978,390200,0.0117182,390200,0.0117221,390200,0.0117148,390200,0.0117201,390200,0.0117201,390200,0.0117842,390200,0.0117939,390200,0.0117939,390200,0.0117379,390200,0.0117409,390200,0.0117756,390200,0.0117327,390200,0.0127343,390200,0.011787,390200,0.0118012,390200,0.0117846,390200,0.0117634,390200,0.0117777
390300,0.0112038,390300,0.0113102,390300,0.011722,390300,0.0116248,390300,0.0116546,390300,0.0117146,390300,0.0117283,390300,0.0117149,390300,0.0117489,390300,0.0117449,390300,0.0117419,390300,0.0117702,390300,0.0118074,390300,0.0117343,390300,0.011777,,,,,,,390300,0.0116862,390300,0.0116707,390300,0.0117575,390300,0.0116731,390300,0.0117363,390300,0.0117008,390300,0.0117168,390300,0.0117128,390300,0.0116994,390300,0.0117197,390300,0.0117235,390300,0.0117166,390300,0.0117217,390300,0.0117217,390300,0.011786,390300,0.0117961,390300,0.0117961,390300,0.0117392,390300,0.011743,390300,0.0117778,390300,0.0117349,390300,0.0127378,390300,0.0117888,390300,0.0118034,390300,0.0117867,390300,0.011765,390300,0.0117794
390400,0.0112061,390400,0.011313,390400,0.0117238,390400,0.0116266,390400,0.0116573,390400,0.011716,390400,0.0117302,390400,0.011717,390400,0.0117507,390400,0.0117471,390400,0.0117433,390400,0.0117718,390400,0.0118094,390400,0.0117361,390400,0.0117785,,,,,,,390400,0.0116872,390400,0.011672,390400,0.0117593,390400,0.0116748,390400,0.0117382,390400,0.0117024,390400,0.0117186,390400,0.0117145,390400,0.0117007,390400,0.0117214,390400,0.0117252,390400,0.011718,390400,0.0117234,390400,0.0117234,390400,0.0117886,390400,0.0117982,390400,0.0117982,390400,0.0117412,390400,0.0117451,390400,0.01178,390400,0.0117367,390400,0.0127412,390400,0.0117906,390400,0.0118052,390400,0.0117887,390400,0.0117672,390400,0.0117813
